sentence,label
ysreddy kkp hi yogesh would sad see go please dm us contact details sort r,1
tahirmughalpml asimrafi kaan mian baat ki phir iss ki behan ko bataia k harami brother say kaho k kamm bhonka k,0
rt saschtang selfie challenge number happy see hume looking fantastic craconnexionsarc,1
free thinker bilkul sahi kaha ye chamche fake news phailakar sabko chxxye banate rahe ab bhugto ab rona band ka,0
nitin gadkari narendramodi congratulations sir proud whole nagpur,1
rssurjewala chhainuaayatha ppl changed mind baar evm,1
mysteriousgal aryavrta hindu kmjor nhi hain dyalu avshya hain har hindu k hath agr hai mala avasya dusr,1
nariender modi ji ki jeet hui ha p ki nhi jo modi ka nam say vote magta ha sudhar jao sal ka time ha kuch k,0
rt holybilal kami oot ptang ham kch nahi krna chahty bas yeh chahty hain k chowkidar chowkidar,0
choro aur haramkhoro ke alawa kisi ko nahi jo khate hindustan ki gaate pakistan ki,0
kpmaurya irvpaswan sir government ki mahatvakankshi yojana new india mission youth ki partnership badane ke,1
pagl bnya hy awam ko kal se pta nahi ketni bar yahi photo dekh chuka ho hr kesi ne lgai hy apne ley,0
rt azkhawaja tak kheench lein afghani jeetne,1
rt sassy mahi kaun itna chutiya schedule banaya hai koi team match nahi kheli hai yaha kuch tean khel,0
ajeb koi jahiloun n youtube p channel banaye hue hain parhana bhi nahi ata sahi saray concept,1
peermandokhail good pak army zindabad tm jasy ghadarok sath yahi hona chay raw sa pasy ly kr apni hi army,1
gahile lalit delhissaa ek nahi blki kai farji n g ese hain jo desh hindu dharm ko badnam kr dharmantaran,0
mlkhattar narendramodi bharat ki vikas yatra ki subh suruvat desh bar modi ji ki leadership mein aage badh,1
modi ji k dubara pm banane par meri aur hamare jangid samaj ki aur se hardik badhai aur subh kamana aaj hamara sapn,1
brahmamuhurta uthne waale mr dr swamy ji ko best wishes hope becomes swamyasfm tomorrow,1
mumbaimirror imvkohli eoin amma ko bolo world cup ke shat shat,0
rt vichar swadeshi long overdue better late never excellent choice shree modi,1
rt staredownnibea filipina girl ft bea de leon love much beadel ps indi aq magaling mag edit hehe,1
sabse pale apko itni badi itihashi bahumat se jitne ki dher sari subhkamnaye apse ek vinati hai ki yadi apko k,1
radarmodi bprerna ye lo chicha paharganj delhi ki bol aise rhe ho jaise kabhi koi sadak pe namaz padhte nah,1
hume bahut jada khushi meli ke hamare modi ji jit gaye bharatiya janata party jinda baad,1
rt dpradhanbjp warm birthday greetings senior colleague shri nitin gadkari ji nitin gadkari wish best,1
ayah hawas mn la aya x ayty love ya,1
rt insan good morning sweet sweet papa gurmeetramrahim ji plz bless sewa sumiran,1
rt aidaazlin feel ready hv yakeen make dua sha allah provide good things,1
nehapant modi ji jindabad sanskar se bhari bjp parti,1
excited welcome back well alumni weekend annual alumni reunion alumni already,1
ashutosh b apna channel h nhi ab dusron ka chalte dekh jalan hoti h mahsay ko yeh khud neutral patrkar ban k,0
abdulla rajput ameen may allah bless,1
ritz roop year hum bahut purane dost ha roop bas aap bhul gaye,1
rt allkpop song hye kyo joo ji hoon reportedly cast leads new kbs law firm drama hyena https co bkydwjaghv,1
mamataofficial dear mam jai shree ram sentence full emotion full respect,1
tf one thinking arsal munda ghar se ghayab hai aur kisi ko koi,0
aajtak ye sale boxer ka v vaha ki cricket team vala haal hai jette hai,1
rt jattisays shaaryofficial sach yeh log fans kehlwany k qabil hi nahi hain pta ni kahan se,0
rt bharatkavikas good morning tea lovers around world tajinderbagga charupragya lijiye subah ki pehli,1
america europe asia africa har zameen karti tujhy salaam,1
yearsofmrindia bollywood first sci fi film masterpiece arun bhaiya seema didi kids calender hawa,1
incindia sadme se bahar nhi aye ho kya congress balo kmse km sharm kro doob k mar jao desh pe bhrosa nhi tumhe ye,0
bjp rajasthan amar hote hai wo diwane jo lipat sote hai ser niya matay hoti hai jinke aancal lipat,1
guttajwala officialurmila thetanmay called sonamakapoor ne unka saath diya tha girls baby pe joke tab aap,0
zainab shabir day hit last year mai tabse maar rahi hu agar bolegai mai sunday ko,0
rt petitethaang got time ima stay single time fr best,1
dhanyarajendran sowmya rajen wishes may god bless team tnm seen grow scratch,1
faryalniaziii majorgauravarya crpfindia tum log bhut bade chutiya ho jo sala dusro k tukdo par jite ho kabhi,0
girirajsinghbjp begusaraip rahulias asadowaisi aaj kal kuch muslim neta aapaas ki ladayi ko bhi hindu muslim r,1
rt kissfmuk everyone thinking thegreatkhalid officially confirmed collab bts twt eeeeeek,1
rt kohinoorkalsi god name treasure trove happiness fills one life materialistic world,1
yaado mein se kuch yaade roop mard ka naya swaroop sketched best shashank vyas,1
krushna kas many happy returns day happy birthday may god bless,1
best f ing club,1
rt rohayatiazizli journey beautiful month end soon may allah forgive us grant dua may,1
hitachihomes issey badhiya cutomer ko product bechte waqt hath ke hath poison dedia karo kyuki servicr naam pe,1
know made sam lukes sat shouting listen sister nail green day samlavery,1
fake news muslim man beaten karimnagar chanting jai shree ram,1
itx sanaaa umer matlab tum merey nahi sari sana ke,1
rehamkhan kutte ki aulad pakistanio pe tanqeed ka moka hath se nhe jane de ge aur ghair mulkio ki tareef zahir h,0
rt sujeethsign bhagmati anushka masss super best uv creations madhie sir musicthaman bro super song,1
kolkata ki super best c mamta banrji islam dharm ka kalma padhte hu https,1
aliyusufzai gabeeno ofcourse haram khor unlike,0
betterpakistan sir ko allah hamshe achi sihat de sir hum k liya hamre liya dogha karree allah,1
piyushgoyaloffc train delayed hours passengers pareshan hai koi suvida,1
rt ankitsh also voted bjp n feeling proud b bjpian bt congressian laughing,0
irshadbhatti ranasanaullah maryamnsharif shame kahi tu siyasat karna band kardo pmnl walo aur,0
happy birthday least favorite kinney good one brother djkinney,1
rakeshsinha bjp india secularism ki geet vokne bale kutte ab kahan hai agar kisi party k log ho jate,1
rahulgandhi congress raj main paper pe kaam hota hain aur jamin pe scam bjp raj main jamin pe kaam aur scam sirf,0
aajtak arvindojha ye saala bhaat mata ki jai kyu nahi bol sakta isne khud bola hai ki isne mana kiya ki nahi bo,1
pallavighosh paisa milna band ho gaya journalist beuro congress ki president ko dalali,0
rt muslimadvocates ramadan mubarak honored co host historic iftar us capitol,1
congratulations malala team done another record pakistans bag hope enjoy inshallah,1
nice good agar aap acche hain log aap ke saath hamesha rahenge,1
mamata pm mamata ji aap sahi bolte ho jai sree ram ram ka naam lo aapka jeewan sudhar jaayega jai shree ram bo,1
dbinea asingwire haha era gwe kale one decive future,1
rt kiara mehta parmarthidiwaswithblooddonation wish happy parmarth diwas gurmeetramrahim,1
types indian marriages arranged love hamari izzat ka sawal hai tumhara rishta bachpan mei hi tumhare dad,0
iaf mcc adgpi pib india mib india spokespersonmod indiannavy mohanasingh hume aap par garv hai aap ho asli,1
kapilmishra ind ishwetakatiyar revamp annaji,0
rahulpassi manojksharma ye sab bakwas movie bc laundo wali movie dekhne,0
bts twt pit tl wanna talk could add misery see bangtan see,0
aruncho taran adarsh abe gaali kyun deta h sach bole toh jal gya kya ja ke dekh tera baap vivek ka,0
rt sonubab jo bhi salman k bolega main uski movie,0
etherim god life need kahu,1
anchoraakash kafi tym baad chutiye ko dkha bhenkelode dadagiri mai aya tha maa chud wali apne career ki bc dusr,0
itz kamakshi jada mt bolo ise vrna block kr dega muje,0
rt sweetnsaltyy jummah tul wida mubarak may last friday ramadan bring,1
rt umashankarsol kuch londe bandi ki saari tension le lete hai par bandi ki kabhi,0
kripapandey ahsanabbaspak monaalamm ye hafiz masood pakistanarmy authorised kutte hai ye tv channels wale ki,0
follow hamzi says interactive lit tweets good humor follow back,1
pmoindia jai hatkesh aapko aapki puri team jo desh ke ke nagrikon ki sewa mai tatpar hai unhen meri taraf se,1
modiswearingin narendramodi congratulations modiji second term prime minister may bhagwan bholena,1
dayanandcid caption tere jesse macchar bohot dekhe nice one sir one,1
rt kookpiics jungkook sincerely hugs president korea beautiful jungkook really special heart,1
rt mayankj love mom dad main apne maa papa se bahut pyar karta,1
jhasanjay garibo ki baat karne wale aaj kutte ki maut par aansu baha rahe hai kitne garib kutta palte hai kab,0
ranaayyub muslim name nahi unka outfit reason tha unki arrest ka dressed like bombers,0
jo chij free mai mile oh kitna bhi mulywan ho uski kimat nahi hoti isliye free hokar bhi lok ise invest nahi kar,1
zeeshan inc ankita shah mohdtaufiquesh chutiye vvpat se match hua hai sara ek v idhar udhar nahi hua hai ka,0
rt lasizwe take moment appreciate shomadjozi talented beautiful loved please help,1
ohlykaa thank ate congrats hehe,1
nimrahere nahi nahi tum ney bohat khaufnaak baat ki hai tag watch two fight arsa,0
vote choor kab tak karoge modi ji aaj ja kal public ko pata chal hi jyega ki modi acha hai ya kamina hai,0
kavita sharma pure hindustan ka chutiya aur ki nashidi koun sal ke tere hi gharke bachhon ko bhi pucho,0
sardanarohit rohit jo research kiya hai iss case aisi hi kaam demonetization gst rafael karta,0
ayushmann bhai salute u ghajab h brave attempt,1
rtforinc kaha bhag khade hue rajeev ji dusro ko bhadwa bolte bolte khud hi bhadwe ki tarah behave karne lage aapl,0
udaiman bharat namo ki sath aj pm modi ki sapath team karma yogi ki tarafse badhai,1
maryamnsharif hr cheez ka credit laiti hain aaap yahan b lain na kharab,0
shahbazkhan sanjayazadsln teri bahan ki chudai karne ke liye bhosi jage hai madhar chod,0
qari yr ek drone attack kr den inpe darpok baki sb,1
rt sassysamosa eid pride month queer mubarak illustrations ab varaham,1
pmoindia narendramodi adarniye modi ji aapko dobara desh ka pradhan mantari banne par bahut bahut mubarak aapki,1
anuragkashyap ashokepandit go cops pm tere baap,0
petroleummin dpradhanbjp financialxpress,1
rajput ramesh khanumarfa purre india gandagi faila jis tarah isis ne puri duniya failai hai aur ye gh,0
bhut hi manmohak song hai ji,1
chandan sardanarohit beta apne baap se puch ki aise kese hua tum chutiye ho hum nahi hame pata hai jeet ke,0
swamy beta iske liye bjp cell band karna parega tumko q ki sare achhe log ka ye character assassination k,0
laimacha narendramodi bjp india koe bat nahi sir ji dekh aage jaye desh ka vikash ho aur janta khushal ho yehi,1
ye mariam ka pithu hai larkian isey apna crush banai baithi hein idiot harami,0
kanhaiyakumar abbey tudke gang le pille sudhar ja yeh hindu muslim band karde tera baap ab home minister hain itna,0
oneharyanaoffcl kute ki dum sal se jail phir bhi tedi ki tedi haryana corruption ka janaknaukaria bechne w,0
devoted srk ericablueyz srk katarina iamsrk aww every scene shah make us fall love irresistible,1
zakirkhan imrankhanpti love bro aa kabhi mumbai,1
narendramodi thanks best,1
maine char imnottron,1
bjp india pmoindia narendramodi baat sirf itni si hai sahib pehle mla milke pm banate aaj ik pm ne sare,1
dr sahab ahmed moosa sarfaraza bhai sarfraz ke liye best tha keh world cup se pehle usko resign ker dena,0
marvisirmed mjdawar dramy shru ab pkda gaya toh voluntarily phir bhaga q us din check post pe,0
yeh kya babes aapne training pe jaane se pehle hi hanumansingh ji ka mood kharab kr diya wrong dekho fir bh,1
rt laxmisi surrend ok sir aage se kise bhi lady ko aise comment na kare wo bhi kise ki,1
chilimi g mainy ap per bht bari novel likhni ha jis sari apki dastan e zindage ki,1
sure allah hiding best guide insha allahh sure allah cho,1
daveintexas cool,1
malikkhalidayub followers pr apko mubarak ho ab party kb,1
age badho modiji hum tumhare saath hai poora desh aapke saath hai jay hind jay hindusthan vande mataram,1
jadanave always happy help jazzie thank sharing look forward seeing,1
zeenewshindi vote k liye naheen bad phir bapas le legi lekin chutiya ab nahi janta ki ghoos khor ko sab jan gaye,0
aamaadmiparty arvindkejriwal good take resolution use words modi bjp hindu muslim f,1
amitshah lakin jo puri jindgi seva karta hai usko kuch nahi old pension tha jawan sukun se mar v jate pr ab,0
ritudreams reallyswara swara bhaskar ka strike rate,1
jordan rk arrey baap koun hai yaar jo bhi hai bahot mast banda hai celebrity bana,1
pcsarangi dhanya ho prabhu aap jyse vykathi bharat praja ki sowbhagya sabka saath sabka vikaas jay ho,1
rt ravisha salman khan mega entry risingstar aisa entry koi nehi le sakta love bhai abki baar,1
rubikaliyaquat ek dum sahi kaha tv news ke jariye naam kaam liya paisa bana liya ab boycott,0
top fastest growing cities world cities india cheers indians aao behtr desh,1
rt abedadocrat given dunya lost given allah never lost give love sake,1
myogiadityanath sir ab appki sarkar ka result clear ho gaya ab hum b ed btcc wall ke bare soche aur iska faisala,1
rt chandeluday aaj koi bhi government holiday nahi hai aaj bhi dumri kalan post office band tha attendance,0
dr priyaranjan htdelhi sheiladikshit lambaalka yes good idea lambaalka vry competent leadr,1
rt harig sun sink sky puts fascinating show always amazing witness sunsets,1
kunalkamra kutre sala dimag sathiya gaya hai kya koi,0
rt srkiankaran chal chaiyaan chaiyaan fav dance track lil bit iamsrk hope u love love,1
narendramodi bjp ye modi ji ki jeet logo ka keval aap par bharosa h vidhan sabha candidate khde huye jeet gye,1
zedsdeadb mazaak modi naam rakh diya tha maa ne hamare journalists ko sunte hi orgasm ho gaya aur cheekhne lag,0
rt iamitbhadana dada saheb phalke international film festival award yeh award har middle class family ke us talent,1
great match engvsa let see,1
ashutosh b apki midea ne pulwama kg rdx kha se aya uski khozbeen nhi ki bas,0
rt kamalaxmiles dukethcmas nice,1
desh ke pradhan mantri shri narendra modi ji rajbhar samaj ka bhi udhar kariye unko bhi aarakshak den har vibhag,1
atheist krishna rahul kanwal ko rajdeep ki hwa lag gyi bechare,0
rt tzimur ahhh nice may allah grant salah mane everything next life ameen life,1
rt salmansfauj bharat hitting right chord blockbuster trailer followed chartbuster,1
ashraffem hindu muslim ke naam par siyasat karke desh ko duba diya sare mudde chhupa diye aur firbhi kuch log ha,1
mynation kyu fake news faila rahe ho nitish kumar ne clear kiya hain sab kuch aap se ye ummid nahi hain wire l,0
everyone india best country world pakistanis humare baap se badkar koi nahi,0
india mh babu,0
rt seargantgoober care like jake miller care stan even know care,1
vedtiwari hipnhap ip mandir cow kat kr fake skte ho koii meet khaye pitoge mandir pandit khud chicken mu,0
rt narendramodi thank good wishes badshah,1
rt pfut fuck la salle de,0
lrt mom loves partner whole family gonna love never underestimate influence moms ha,1
powerful message respect duty face growing hatred world w simran jeet singh sikhprof w,1
gitca eating panipuri night bad problem expecting,1
rt aiishadahir allahumma innaka afuwwun tuhibbul afwa fa fu anni allah forgiving,1
maryamnsharif ye sub corruption league k waja se howa kare ye sharif sahiban bare,0
new commandment give love one another loved also,1
dilsee husn e khayal may awesome taste urdu poetry,1
rt karanjohar beautiful track hits million views youtube vemaahi,1
gurmeetramrahim good morning pita ji pls bless sewa sumrin parmarth bakso ji worldnotobaccoday notobacco,1
piyushgoyal respected sir ji hamare purshani ka tod nikaliye sir ji please azamgarh se jalandhar city punjab,1
voiceofmybharat salute hai sir ji appko please,1
sanskari bohot sanskari phir ate h jo fuck ko f ck likhte,1
tharoor ji ko pata nahi ye kangna sare raaz publicly khol deti hai bar nahi bachoge,1
akhileshpsingh bjp india rssorg abe chutiya gandhi madhar chor hai jaise tum ho tum jaise chutiya ke karan aaj,0
vikasbha atheist krishna aap ne bade bade logo ko bewakoof bana diya aaj tak fact checker ko bhi kaam de diya,1
rt samareshroutray happy birthday son best thing ever happened sing dancelaugh,1
timesofindia radar woh tere,0
bahut bahut badhai sirji naveenpatnaik cm odisha,1
rt rajendra world handsome world cute world charming man shahid kapoor reason ye hai,1
hate people without reason kyu ki bahut,0
congratulations bhai tere jajbe ko salam,1
dobar se pm bnne ki aapko dher sari shubhakamnyen ummid hi aapke isa karykala desh bhut si nyi uplbadhiyon k,1
kai kutte abhi bhi nahi samejhenge iss khel ko,0
ravishtweets rishi ambedkar hum aapke sath hai,1
shopiankmr e poonch youth icon poonch rajouri allah,1
rt kunfaaya hats muslims observing ramzan divine power guiding ppl two,1
yadavdimples hardikpatel rahulgandhi test makes us stronger work gud jaise school,1
suparbhat ek khubsurat din kafi intjaar ke baad isi umid ke saath ki hm ek majbut government chune hae hmara,1
bjp amethi smritiirani narendramodi yahi modi ji ki mahanta hai kathni karni mae samanta hai pragati ke path pa,1
rt dev fadnavis last years mp nagpur nitin gadkari ji served poor needy dedication,1
manmohansamal sir namaskar,1
yogifanclub pradip yogendrayadav agar ye bjp ka dhalaan hai,1
sambitswaraj really great n wonderful performance contesting first time har mat maniyega,1
drmanojrajoria maheshy mp sahab dr manoj rajoriya g ko,1
rt bcsdyss youth summit thank u kingmakerso sending baayan bakari guest speaker thank u,1
rt shubhampatil sushmaswaraj ji jaise minister koee nahi tha koee nahi hai aur ho payega,1
rt justicekarthik beautiful composition amazing rendition loved beautiful track really,1
pankhuripathak bechare cong dalal hub bhik mangne ki layak bi nayi choda desh ke public italian,0
nyabmahi agr ptm ki karhiyoon ko milaya jaye tu akhiri karhi malala aur usk baap pr ja k rukay gi zruri nhi,0
narendramodi sabse bade loktantra sabse badi vijay ke hardik subhkamnaye modi ji aap ase vijay rath per,1
swear mainey iss se baraa chutiya nahi dekha kahin ac fuming,0
rt immiyousufzai hussain nsharif choor k bachey tum log hi kha gaey ho na mulk ko suwar jaisi shakal hai baap ko,0
rt mohitsaini onesolutiontoeveryproblem gud morning sai gurmeetramrahim ji bless everyone maximum sewa,1
iqrarulhassan shah g mjhy apka ye waistcoat bhtt pasand aur haan yahan apka smile bhe always keep smiling,1
https co viemwl thq video aa gayi hai plz dekhne se pahle hi like kar dena aur dekhne baad comment,1
devamitrapanda haha super aap bhi aaiye idhar juhu beech par toh aate honge kabhi aap rozana yoga karne jati,1
rt aarishsheikh cutefatiima zarori nhi jo pyr kre usse hi mohabbat ho kbhi kbhi dil todne walo se bhi mohabbat,1
tarekfatah bhik ke visa par reh rahe ho aur dusro ko clothing opinion baatt rahe ho wonder,1
mahamahim inka baap,0
rt harmaiiin giving mom month notice going specific date,1
rt kc sonker skdhosiwal sir zeenews siddhu desh drohi ke fans kitne bade wale,0
central railway yahi problem hai bachpan se sirf yahi sunta aaya hu ki train late hai kab sudhrega hamare,0
suryash garima shuklaanchal sssingh ye english k word devnagri likhte ho tum,1
rt yogesh soniya kamini kamina nahi,0
good nyt khudaya gurmeetramrahim ji dhan dhan satguru tera hi aasra really sry ol mistakes plz,1
sickular saint ani janta ka pesa janta pe hi khrch kr rha hai modi ki tarah lakh ka suit nahi silwa rha na,0
baby djbaby cakes show later predicted magic adam pic newborn progressing made th,1
rohanadym jahan pyaar hota hai wahan itna chalta hai team also need understand world cup w,1
ashraffem brahman devta ke charan chookar namaz padho rss bjp ke log khush ho jayengain aap muslim se inka koi v,0
mamataofficial ne hijdo ki fauj bana rakhi hai saali jehadan chudail bkl teri hekdi nikal denge hum hindu mil ke,0
drharshvardhan mlkhattar thank sir work hard next yrs remain incindia mukt hope,1
monikasharmabjp dangerous bacho ke pass aisi dangerous cheze nhi rkhi chiye aur na hi unhe dikhani,1
rssurjewala chutiya hai jo ki subsidy aati hai usko minus karke cylinder ka padta hai tum congress walo ch,0
rafiach javerias rashkehina ye bohat koshish kr rhy nicha dekhane ki per se,0
give traitor much importance kuttay ki mout maro,0
rt jbcrewdotcom big day charts today care ed sheeran justin bieber,1
narendramodi congratulations best wishes best honest global leader honourable dearest pm shri n,1
chunaw harna ya jitana ye bari baat nahi sangharsh jari rakhe aur aam logo ki ki baat aur bharat logo ki eq,1
rt khabeees tusi great ho laanat qabool kro maryamnsharif,0
indiatoday aaj ka aap ka news speach dekha bahoot dukh hua ki kaise politic ke lye aap hum hindu muslim,0
aartivyaspatel ohh wow mam mother daughter duo gave gujarati film industry one successful mov,1
witherjiya pjkanojia pakistan sai hindu jaise gayab ho gaya waise india se muslim nahi hoga kuch chotiye hote,0
aajtak hamesha se hindu neta ko hi apna neta mana jb masum musalmaano pe hamle hue apko pta hai,0
shekhargupta vatsaaditi shekhargupta tum kitne baade mc ho iss artilce se saaf hai bc ek isi ke agent ki,0
sarfaraza look absolutely stunning proud pakistani pakka karanchi wala peshawari chappal,1
rt cryptohodling ketanj mlapacharne wagholihsa machindrasatav humko kamana padhta hai sahab hamare tanker,1
timesofindia chit kay daadi mien tinka hope,0
yadavtejashwi ye purani pic hai teri sari videos jhuthi hai election se pehle ki hai evm strong room ke bahr te,0
rt secretive soul finally sequence came flashback happened real dhanyawad maate kuch toh,1
great indian son welcome back kar dikhao kuchh aesha ki duniya kar na chahe appki jesha welcome,1
aarohi vns tajinderbagga suna hai pehli post dogle maa baap ki,0
rt shyamaganatra zaiba arey baba thank nahi bolte deserve love world,1
yr really cool luv yr transformation surely need take tips tmne mughe khi k,1
kutte k bache tu khud kuon nahi de deta ju tu ne hamare paise chori kiye hain tera pura khandan chor nikla,0
rt saurabhsuperman ravidubey ravi watched kudiye ni jealous beautiful well stay blessed,1
ke lok sabha election ek bahut achhi baat hui ki pahli baar log jaat paat se upar uthkar desh ki tarakki au,1
made may day omg celebrate new colette penny dress made beautiful khadi fabric,1
congratulations priminister narendramodi god aap kalyug ke bhagwan kalki hai aapse achha koi bhi kabhi,1
predction pakistan loose worldcup icc cricketworldcup wo bhi kuttey ki tarhan india,0
sdhawan best,1
rt aparupa happy burthdayyyyy khusbooooo zaiba always come fresh fragrance life thank,1
zeenewshindi debate k pannel mai oweshi party k ghatia pervakta ko mat bulai desh mai nafrat felaney wale ko,0
technicalguruji guruji mera dimak pak gya bar bar bohi ads,1
rt selgomez madarchod chup bhen ke laude tere aukat nhi hai mere samne bolne ki laude gareeb ke bache,0
shifa adelinealine lostboy dimag ha ha ha,0
hindilanguage words best easy language understand sanskrit best ever languageaur tamil bhi ach,1
rt harsimratbadal filled gratitude people bathinda giving nimaanisewadar opportunity serve,1
rt rameshkumarvns mamataofficial sabhya samaj aisi aurat ki koi jagah nahi jo loktantra ko gunda tanyra badalne,0
aajtak yadavdimples aaj tak waise bhi bika hua hai dhang ki news tumhe dikhani nahi hai dalalmedia ke sartaj,0
banaras ghat ki bat hi kuch aur hai modi ji ne banaras ko bahut kuch diya aur badle banaras ne modi ji,1
naaturam bhosde bhaveshsharda bhadwe madarchod modi apna kaam karega randwe wo bhadwa kisi k marne par khush ho,0
good morning gurmeetramrahim papa ji plz bless sewa sumiran parmarth ka bal bakhshna ji dhan dhan sa,1
rt vivag rssurjewala rahul bhaiya best,1
pmoindia excellent prime minister india shri narendra modhi ji ko bharat vasioo ki aur,1
rssurjewala sahab ke jaib jarahe hai na paise kyu bewkoof banate ho logo ko harne kr bad akal lagao modi,0
kecupuan uwaaaaa happy bornday kak jiii wish u,1
rt anmolpreetsidhu best wishes modisarkar,1
hiiiii frensssss sister finally made website crochet stuffs festival tops pok mon,1
propitiouson right app k sath life mein kbi zulam hua hai sab aik jase ni hte lkn gandy andy hr jga paye jte hai,0
people ask dj change song foreign please change song indian madarchod,0
one thing divine powerful creator deity jeans shirt,1
ptshrikant honorable sir hum logo ko rojgar deya jay thanks mission manager mission associate upp,1
media ko trp chy hindu ko bjp ki sarkar chy muslim ko congress ki sarkar isly ye haal hai gdp ka lkin,0
alisohrab unki chinta choro beta tum logo ki khal nikalne ki shuruaat ho chuki hai aur ab koi nam ka secular bh,0
farah khan uppolice igrangebareilly adgzonebareilly madar chodo ko goli mar deni chahiye ye sale kutte ki dum,0
nadiyashaikh mere muslim bhi islaam ke kitne gyata hai ab mai jaan gaya muslim log bata rahe hai namaj sajda kahi,0
mubasherlucman jo asal cheez hai emandari wo qaom mai bilkul bhi nahi pakistan k saray idaray chor aur awam,0
yad rahe modi firaun zyada zalim nahi aur tum mosa ki qaum se zyada mazlom nahi magar allah wohi tha hai aur rah,0
another lq mutual na super pretty whenever see ig stories like ang gandaaaa super thank rin,1
rubikaliyaquat zara lynching pe bhi debate kar lo q ssrkar bante hi,0
rt dharankumar c wishing happy birthday dearest friend actor shirish wishing,1
sherryontopp sir ji ek sawaal tha aaj kal jaisa ki aapko pata hoga advocacy bhi ek paise kamaane ka jariy,1
spinetechit kya bolta beedu apunlog ek dum chamak raha haina yeh suit aur glass main bole tou ek dum jhakazz,1
jai jai shree radheyyy sab jivho mein parmatma ka darshan kerte huwe sab ke charno mein mera pranam aur prem,1
majorgauravarya un jis desh army fighter jets ko air force shamil karti hai us desh kuch,1
bhupesh mittal smartrandhawa time cnni true dwaper yug ke avtar krishna treta yug ke ram kalyug ke,1
haayeshabbir emclub laanat hai pcb par aisi team world cup khelne k lye bheji hai k street main khelne walon se,0
jyotsnavarma iankursingh public bhi inhey sey jyada jimewari nahi dena chati shayad vaha bhi koi,0
rt grafooodie ujjain aaye aur famous ki kesar kulfi nahi khaayi toh kya khaaya famouskikulfi best,1
officialdmrc ak metro se bahar nikal kr batayega,1
vivekoberoi smritiirani abe bkl tu khud tere baap ki wajah se bollywood aaya varna abhi kahi aur kisi actor k,0
imrankhanpti happy god answered prayers aaj,0
rt alirazatweets parliamentarian norm leaders shout na listen others talk,0
manmundra sir heart swells pride see journey inspiration sir aap konse seher se h,1
garrywalia mayawati reallyswara pankhuripathak airavta ifaridoon ankitlal shehla rashid,1
maryamnsharif randi league k planted judges rangay hatho pkray gaay general ni bacha skay tum bhurwo ko,0
imprateek tu mute tha bc kal esiliye tere koi bhi tweets ya reply,0
rt mohiuddininc muslim ne saal tak raj kiya aur kabhi hinsa nahi ki muslim hi asli bhartiye hain manish,1
romanovsrevenge one nice video got ancestors roger hans would loved,1
city gaoun ka shoq bhot hai wo srf pakistan tour dkhne ko naseeb hua tha,0
rt logicalbakwaas india sachin ganguly dravid vvs kumble sehwag zaheer sl jayasurya vaas murli,1
rt viiipra grateful girl never stop smiling deserve happiness,1
rt iamsrk tum hi bhavishya ho mere bharat vishal ke iss desh ko rakhna mere bachhon sambhaal ke happy independence,1
nehajoshi smritiirani anchoranandn beautiful heartily congratulations bjym friend,1
abpnewstv kya hua upenderji kaanha khun ka nadi bah rahe hain lovi ka yahi hal hota hai bjp aapko sal minis,0
mixedraita ki aukat kya hai isne desh ke liye kabhi kuch achha socha hai kya gaddaro modi ki khilaf boln,0
narendramodi best thing happened india waiting hear words mei narendra damo,1
vinaykashy akshaykumar officeofssbadal gurmeetramrahim ram rahim rapist behind bars guilty,0
rt pakcricfanatik imad aisay check kar raha hai jaisay kit khareednay aaya,0
mai sanjeev chaudhary maharajganj district se narendra modi ko hardik subhkamnaye deta hu p narendra modi,1
like travelling meri bandariya ke sath kahi kahi par bhi chale even temple bhi aisi masti hoti h,1
mass tweets freakenmj salmania report isko iski aukat pata chal,0
tikam se adhik muslim voters wale seats par bjp nahi jeet paayi hai matlab saaf hai ki muslimon ne bjp ko,0
assalamu alaikum love ummy lovely,1
acharyapramodk sir ye wafadar kutte hai balke kutto kutto ko bhi piche chod diya hai vase apne sac,0
maro kam oh thank stars tweet speaks know,1
aajtak syedasimwaqar chitraaum syedzafarbjp congress ne apne parwakta ko bhejna band kar diya hai dalal modi media ab,0
rt shekharswami siddharthaulia blessed pyare baba thanks wonderful,1
thelostmallu mumbaipolice cmomaharashtra uber india saale ki gaadi khud hai wagonr gareeb cas,0
shoaib mph har jeet never mind muqbla kro bhai bhai muqabla har jeet game ka hissa,1
abu dhabi tower lights celebration pm modi swearing,1
fawadchaudhry bass tum harami log ise kam pa laga rho balouchistan kpk ko,0
ase ghatnao k liye puri terha se teyar rahe kyu ki jin ki biwi nahi hoti unko aurto ki kadder nahi hoti inki ko,1
rt reycmeup unme heart happy rn love u foreverwithunb,1
farukh tmhari ghalti nhi h agar tmhari maa ny milawat ki hoti aur tmhara koi aik baap hota tou tm yeh bakwas,0
sadhavi mamataofficial sala ye doctrines suru kardi jay shree ram pe gujarat jake ek bande ko rock ke dekh,0
kanhaiyakumar tu rehne de bhadve kitna hi fadfada le kuch nahi hona saal nahi ab saalon saal desh mein sir,0
aum hariom tat sat jai sri ram jai sri krishna har har mahadev jai bajrang bali jai mata di jai mahavira namah budh,1
ke ladke bua bahteeja dump dat yadavakhilesh go back tauji mulayam ji start serious politics,0
miley ep good luv,1
syedasimwaqar chor gunda chalue jao pakistan,0
